TimeGenerated,OperationName,Category,Result,ResultReason,ResultDescription,ActivityDisplayName,ActivityDateTime,AADOperationType,Identity,InitiatedBy,TargetResources,LoggedByService,Type
2026-04-29T05:42:42Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T05:42:42Z,Reset,fortega@corp.example,"{""user"": {""userPrincipalName"": ""fortega@corp.example""}}","[{""displayName"": ""jharris"", ""userPrincipalName"": ""jharris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:43:19Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T05:43:19Z,Add,tnguyen@corp.example,"{""user"": {""userPrincipalName"": ""tnguyen@corp.example""}}","[{""displayName"": ""pjohnston"", ""userPrincipalName"": ""pjohnston@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:43:46Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T05:43:46Z,Delete,lwoods@corp.example,"{""user"": {""userPrincipalName"": ""lwoods@corp.example""}}","[{""displayName"": ""pjohnston"", ""userPrincipalName"": ""pjohnston@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:44:04Z,Add user,UserManagement,success,,,Add user,2026-04-29T05:44:04Z,Add,ssmith@corp.example,"{""user"": {""userPrincipalName"": ""ssmith@corp.example""}}","[{""displayName"": ""phopkins"", ""userPrincipalName"": ""phopkins@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:44:36Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T05:44:36Z,Delete,rmorales@corp.example,"{""user"": {""userPrincipalName"": ""rmorales@corp.example""}}","[{""displayName"": ""olopez"", ""userPrincipalName"": ""olopez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:44:55Z,Add user,UserManagement,failure,,,Add user,2026-04-29T05:44:55Z,Add,mevans@corp.example,"{""user"": {""userPrincipalName"": ""mevans@corp.example""}}","[{""displayName"": ""kpatel"", ""userPrincipalName"": ""kpatel@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:45:00Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T05:45:00Z,Remove,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""mwhite"",""userPrincipalName"":""mwhite@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:45:08Z,Reset user password,UserManagement,success,,,Reset user password,2026-04-29T05:45:08Z,Reset,mevans@corp.example,"{""user"": {""userPrincipalName"": ""mevans@corp.example""}}","[{""displayName"": ""ehernandez"", ""userPrincipalName"": ""ehernandez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:45:25Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T05:45:25Z,Reset,kdoyle@corp.example,"{""user"": {""userPrincipalName"": ""kdoyle@corp.example""}}","[{""displayName"": ""rrivera"", ""userPrincipalName"": ""rrivera@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:45:49Z,Add user,UserManagement,success,,,Add user,2026-04-29T05:45:49Z,Add,rrivera@corp.example,"{""user"": {""userPrincipalName"": ""rrivera@corp.example""}}","[{""displayName"": ""kpatel"", ""userPrincipalName"": ""kpatel@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:46:57Z,Add user,UserManagement,success,,,Add user,2026-04-29T05:46:57Z,Add,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""agarcia"",""userPrincipalName"":""agarcia@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:47:28Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T05:47:28Z,Add,kpatel@corp.example,"{""user"":{""userPrincipalName"":""kpatel@corp.example""}}","[{""displayName"":""tnguyen"",""userPrincipalName"":""tnguyen@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:47:43Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T05:47:43Z,Sign-in,rmorales@corp.example,"{""user"": {""userPrincipalName"": ""rmorales@corp.example""}}","[{""displayName"": ""mevans"", ""userPrincipalName"": ""mevans@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:47:58Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T05:47:58Z,Add,jharris@corp.example,"{""user"": {""userPrincipalName"": ""jharris@corp.example""}}","[{""displayName"": ""kpatel"", ""userPrincipalName"": ""kpatel@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:48:38Z,Add user,UserManagement,failure,,,Add user,2026-04-29T05:48:38Z,Add,rmorales@corp.example,"{""user"": {""userPrincipalName"": ""rmorales@corp.example""}}","[{""displayName"": ""gnorris"", ""userPrincipalName"": ""gnorris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:49:07Z,Add user,UserManagement,success,,,Add user,2026-04-29T05:49:07Z,Add,olopez@corp.example,"{""user"":{""userPrincipalName"":""olopez@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:49:25Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T05:49:25Z,Sign-in,tnguyen@corp.example,"{""user"":{""userPrincipalName"":""tnguyen@corp.example""}}","[{""displayName"":""agarcia"",""userPrincipalName"":""agarcia@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:49:59Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T05:49:59Z,Add,fortega@corp.example,"{""user"": {""userPrincipalName"": ""fortega@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:50:33Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T05:50:33Z,Reset,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""ehernandez"",""userPrincipalName"":""ehernandez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:50:43Z,Update group,GroupManagement,success,,,Update group,2026-04-29T05:50:43Z,Update,dkim@corp.example,"{""user"":{""userPrincipalName"":""dkim@corp.example""}}","[{""displayName"":""tnguyen"",""userPrincipalName"":""tnguyen@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:52:37Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T05:52:37Z,Add,ehernandez@corp.example,"{""user"": {""userPrincipalName"": ""ehernandez@corp.example""}}","[{""displayName"": ""vchen"", ""userPrincipalName"": ""vchen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:52:42Z,Add user,UserManagement,failure,,,Add user,2026-04-29T05:52:42Z,Add,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""lwoods"", ""userPrincipalName"": ""lwoods@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:53:02Z,Add user,UserManagement,failure,,,Add user,2026-04-29T05:53:02Z,Add,bcarter@corp.example,"{""user"": {""userPrincipalName"": ""bcarter@corp.example""}}","[{""displayName"": ""mevans"", ""userPrincipalName"": ""mevans@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:53:50Z,Add user,UserManagement,success,,,Add user,2026-04-29T05:53:50Z,Add,dkim@corp.example,"{""user"": {""userPrincipalName"": ""dkim@corp.example""}}","[{""displayName"": ""gnorris"", ""userPrincipalName"": ""gnorris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:54:19Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T05:54:19Z,Sign-in,rmorales@corp.example,"{""user"": {""userPrincipalName"": ""rmorales@corp.example""}}","[{""displayName"": ""bcarter"", ""userPrincipalName"": ""bcarter@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:54:41Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T05:54:41Z,Add,ehernandez@corp.example,"{""user"": {""userPrincipalName"": ""ehernandez@corp.example""}}","[{""displayName"": ""rrivera"", ""userPrincipalName"": ""rrivera@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:54:44Z,Update group,GroupManagement,success,,,Update group,2026-04-29T05:54:44Z,Update,tnguyen@corp.example,"{""user"":{""userPrincipalName"":""tnguyen@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:56:19Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T05:56:19Z,Update,ahaynes@corp.example,"{""user"": {""userPrincipalName"": ""ahaynes@corp.example""}}","[{""displayName"": ""sthompson"", ""userPrincipalName"": ""sthompson@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:56:59Z,Add user,UserManagement,failure,,,Add user,2026-04-29T05:56:59Z,Add,ehernandez@corp.example,"{""user"":{""userPrincipalName"":""ehernandez@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:57:08Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T05:57:08Z,Remove,olopez@corp.example,"{""user"":{""userPrincipalName"":""olopez@corp.example""}}","[{""displayName"":""kpatel"",""userPrincipalName"":""kpatel@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:57:10Z,Reset user password,UserManagement,success,,,Reset user password,2026-04-29T05:57:10Z,Reset,rmorales@corp.example,"{""user"": {""userPrincipalName"": ""rmorales@corp.example""}}","[{""displayName"": ""phopkins"", ""userPrincipalName"": ""phopkins@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:57:13Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T05:57:13Z,Add,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""tnguyen"",""userPrincipalName"":""tnguyen@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:57:44Z,Add user,UserManagement,failure,,,Add user,2026-04-29T05:57:44Z,Add,rrivera@corp.example,"{""user"": {""userPrincipalName"": ""rrivera@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:57:58Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T05:57:58Z,Remove,rmorales@corp.example,"{""user"": {""userPrincipalName"": ""rmorales@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:58:26Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T05:58:26Z,Reset,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""lwoods"",""userPrincipalName"":""lwoods@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:59:32Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T05:59:32Z,Add,lwoods@corp.example,"{""user"": {""userPrincipalName"": ""lwoods@corp.example""}}","[{""displayName"": ""rrivera"", ""userPrincipalName"": ""rrivera@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T05:59:53Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T05:59:53Z,Add,bsato@corp.example,"{""user"":{""userPrincipalName"":""bsato@corp.example""}}","[{""displayName"":""jharris"",""userPrincipalName"":""jharris@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T05:59:58Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T05:59:58Z,Add,ehernandez@corp.example,"{""user"": {""userPrincipalName"": ""ehernandez@corp.example""}}","[{""displayName"": ""phopkins"", ""userPrincipalName"": ""phopkins@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:00:10Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T06:00:10Z,Add,olopez@corp.example,"{""user"": {""userPrincipalName"": ""olopez@corp.example""}}","[{""displayName"": ""ahaynes"", ""userPrincipalName"": ""ahaynes@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:01:07Z,Update user,UserManagement,success,,,Update user,2026-04-29T06:01:07Z,Update,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""agarcia"",""userPrincipalName"":""agarcia@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:01:33Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T06:01:33Z,Sign-in,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""bsato"",""userPrincipalName"":""bsato@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:02:00Z,Reset user password,UserManagement,success,,,Reset user password,2026-04-29T06:02:00Z,Reset,dkim@corp.example,"{""user"": {""userPrincipalName"": ""dkim@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:03:57Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T06:03:57Z,Add,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:04:23Z,Add user,UserManagement,success,,,Add user,2026-04-29T06:04:23Z,Add,kdoyle@corp.example,"{""user"": {""userPrincipalName"": ""kdoyle@corp.example""}}","[{""displayName"": ""vchen"", ""userPrincipalName"": ""vchen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:04:36Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T06:04:36Z,Add,tnguyen@corp.example,"{""user"":{""userPrincipalName"":""tnguyen@corp.example""}}","[{""displayName"":""kpatel"",""userPrincipalName"":""kpatel@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:05:00Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T06:05:00Z,Add,ahaynes@corp.example,"{""user"": {""userPrincipalName"": ""ahaynes@corp.example""}}","[{""displayName"": ""vchen"", ""userPrincipalName"": ""vchen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:05:52Z,Update group,GroupManagement,success,,,Update group,2026-04-29T06:05:52Z,Update,tnguyen@corp.example,"{""user"": {""userPrincipalName"": ""tnguyen@corp.example""}}","[{""displayName"": ""jharris"", ""userPrincipalName"": ""jharris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:06:26Z,Add user,UserManagement,success,,,Add user,2026-04-29T06:06:26Z,Add,bcarter@corp.example,"{""user"": {""userPrincipalName"": ""bcarter@corp.example""}}","[{""displayName"": ""mwhite"", ""userPrincipalName"": ""mwhite@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:06:59Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T06:06:59Z,Add,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""agarcia"",""userPrincipalName"":""agarcia@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:07:09Z,Update user,UserManagement,success,,,Update user,2026-04-29T06:07:09Z,Update,ssmith@corp.example,"{""user"": {""userPrincipalName"": ""ssmith@corp.example""}}","[{""displayName"": ""bcarter"", ""userPrincipalName"": ""bcarter@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:07:28Z,Add user,UserManagement,failure,,,Add user,2026-04-29T06:07:28Z,Add,olopez@corp.example,"{""user"":{""userPrincipalName"":""olopez@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:08:21Z,Add user,UserManagement,failure,,,Add user,2026-04-29T06:08:21Z,Add,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""bsato"",""userPrincipalName"":""bsato@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:08:31Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T06:08:31Z,Add,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""mwhite"", ""userPrincipalName"": ""mwhite@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:09:18Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T06:09:18Z,Reset,phopkins@corp.example,"{""user"": {""userPrincipalName"": ""phopkins@corp.example""}}","[{""displayName"": ""mwhite"", ""userPrincipalName"": ""mwhite@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:09:29Z,Add user,UserManagement,success,,,Add user,2026-04-29T06:09:29Z,Add,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""mwhite"",""userPrincipalName"":""mwhite@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:09:40Z,Add user,UserManagement,failure,,,Add user,2026-04-29T06:09:40Z,Add,pjohnston@corp.example,"{""user"": {""userPrincipalName"": ""pjohnston@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:10:07Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T06:10:07Z,Remove,mevans@corp.example,"{""user"": {""userPrincipalName"": ""mevans@corp.example""}}","[{""displayName"": ""tnguyen"", ""userPrincipalName"": ""tnguyen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:11:05Z,Reset user password,UserManagement,success,,,Reset user password,2026-04-29T06:11:05Z,Reset,dkim@corp.example,"{""user"":{""userPrincipalName"":""dkim@corp.example""}}","[{""displayName"":""lwoods"",""userPrincipalName"":""lwoods@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:12:17Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T06:12:17Z,Add,dkim@corp.example,"{""user"": {""userPrincipalName"": ""dkim@corp.example""}}","[{""displayName"": ""ehernandez"", ""userPrincipalName"": ""ehernandez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:14:13Z,Update group,GroupManagement,success,,,Update group,2026-04-29T06:14:13Z,Update,bsato@corp.example,"{""user"":{""userPrincipalName"":""bsato@corp.example""}}","[{""displayName"":""kpatel"",""userPrincipalName"":""kpatel@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:16:40Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T06:16:40Z,Add,kpatel@corp.example,"{""user"": {""userPrincipalName"": ""kpatel@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:17:22Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T06:17:22Z,Add,agarcia@corp.example,"{""user"": {""userPrincipalName"": ""agarcia@corp.example""}}","[{""displayName"": ""kpatel"", ""userPrincipalName"": ""kpatel@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:18:00Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T06:18:00Z,Add,ehernandez@corp.example,"{""user"":{""userPrincipalName"":""ehernandez@corp.example""}}","[{""displayName"":""lwoods"",""userPrincipalName"":""lwoods@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:18:24Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T06:18:24Z,Add,dkim@corp.example,"{""user"": {""userPrincipalName"": ""dkim@corp.example""}}","[{""displayName"": ""olopez"", ""userPrincipalName"": ""olopez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:19:04Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T06:19:04Z,Update,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""mwhite"",""userPrincipalName"":""mwhite@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:19:31Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T06:19:31Z,Reset,bcarter@corp.example,"{""user"": {""userPrincipalName"": ""bcarter@corp.example""}}","[{""displayName"": ""bsato"", ""userPrincipalName"": ""bsato@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:19:42Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T06:19:42Z,Delete,tnguyen@corp.example,"{""user"":{""userPrincipalName"":""tnguyen@corp.example""}}","[{""displayName"":""kpatel"",""userPrincipalName"":""kpatel@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:19:45Z,Reset user password,UserManagement,success,,,Reset user password,2026-04-29T06:19:45Z,Reset,pjohnston@corp.example,"{""user"": {""userPrincipalName"": ""pjohnston@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:20:37Z,Update user,UserManagement,success,,,Update user,2026-04-29T06:20:37Z,Update,kpatel@corp.example,"{""user"": {""userPrincipalName"": ""kpatel@corp.example""}}","[{""displayName"": ""jharris"", ""userPrincipalName"": ""jharris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:20:58Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T06:20:58Z,Add,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""bcarter"", ""userPrincipalName"": ""bcarter@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:21:53Z,Reset user password,UserManagement,success,,,Reset user password,2026-04-29T06:21:53Z,Reset,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""agarcia"",""userPrincipalName"":""agarcia@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:23:26Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T06:23:26Z,Sign-in,agarcia@corp.example,"{""user"": {""userPrincipalName"": ""agarcia@corp.example""}}","[{""displayName"": ""bsato"", ""userPrincipalName"": ""bsato@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:23:35Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T06:23:35Z,Add,ehernandez@corp.example,"{""user"":{""userPrincipalName"":""ehernandez@corp.example""}}","[{""displayName"":""rmorales"",""userPrincipalName"":""rmorales@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:23:47Z,Update group,GroupManagement,success,,,Update group,2026-04-29T06:23:47Z,Update,iyamamoto@corp.example,"{""user"": {""userPrincipalName"": ""iyamamoto@corp.example""}}","[{""displayName"": ""rrivera"", ""userPrincipalName"": ""rrivera@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:24:10Z,Add user,UserManagement,success,,,Add user,2026-04-29T06:24:10Z,Add,ehernandez@corp.example,"{""user"":{""userPrincipalName"":""ehernandez@corp.example""}}","[{""displayName"":""jharris"",""userPrincipalName"":""jharris@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:24:11Z,Update user,UserManagement,success,,,Update user,2026-04-29T06:24:11Z,Update,jharris@corp.example,"{""user"":{""userPrincipalName"":""jharris@corp.example""}}","[{""displayName"":""lwoods"",""userPrincipalName"":""lwoods@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:25:40Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T06:25:40Z,Remove,pjohnston@corp.example,"{""user"": {""userPrincipalName"": ""pjohnston@corp.example""}}","[{""displayName"": ""mwhite"", ""userPrincipalName"": ""mwhite@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:25:52Z,Update group,GroupManagement,success,,,Update group,2026-04-29T06:25:52Z,Update,bsato@corp.example,"{""user"": {""userPrincipalName"": ""bsato@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:26:52Z,Update user,UserManagement,success,,,Update user,2026-04-29T06:26:52Z,Update,fortega@corp.example,"{""user"": {""userPrincipalName"": ""fortega@corp.example""}}","[{""displayName"": ""fortega"", ""userPrincipalName"": ""fortega@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:27:00Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T06:27:00Z,Add,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""ehernandez"",""userPrincipalName"":""ehernandez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:27:01Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T06:27:01Z,Add,ehernandez@corp.example,"{""user"": {""userPrincipalName"": ""ehernandez@corp.example""}}","[{""displayName"": ""fortega"", ""userPrincipalName"": ""fortega@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:27:17Z,Add user,UserManagement,failure,,,Add user,2026-04-29T06:27:17Z,Add,vchen@corp.example,"{""user"": {""userPrincipalName"": ""vchen@corp.example""}}","[{""displayName"": ""gnorris"", ""userPrincipalName"": ""gnorris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:27:32Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T06:27:32Z,Delete,jharris@corp.example,"{""user"":{""userPrincipalName"":""jharris@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T06:27:43Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T06:27:43Z,Sign-in,agarcia@corp.example,"{""user"": {""userPrincipalName"": ""agarcia@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:27:48Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T06:27:48Z,Delete,ahaynes@corp.example,"{""user"": {""userPrincipalName"": ""ahaynes@corp.example""}}","[{""displayName"": ""pjohnston"", ""userPrincipalName"": ""pjohnston@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T06:28:46Z,Add user,UserManagement,success,,,Add user,2026-04-29T06:28:46Z,Add,agarcia@corp.example,"{""user"": {""userPrincipalName"": ""agarcia@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
